Name,Comment,Time,Likes,Reply Count
Budi Manik,Jd binggung sepala dibatal kn,2021-11-29T12:40:04Z,0,0
Panji Suroso,Bingung.. inkostitusional kok gak di batalin aja,2021-11-29T11:40:19Z,0,0
Jamir Gumai,HAKIM MK INI PERLU DISELIDIKI ATAS KEPUTUSANYA....BUKANKAH MK ITU JUGA HARUS MEMBAGUN KEPERCAYAN PEGUSAHA DEMI MEMPERLUAS ATAU MEMBUKA LAPANGAN KERJA.....APAH HAKIM MK ORANG INI YG AKAN MEMBERI KERJA PADA RAKYA...YG BUTUH KERJA.,2021-11-29T10:28:06Z,0,0
Ari jaya,"MK menganggap undang2 cipta kerja, kaus ringan....!
 MK justru bikin ribut....!!",2021-11-29T06:54:20Z,0,0
Candra -wiratama,"Saya masyarakat awam gak habis pikir, UU prakerja masih belum sempurna/cacat masih perlu perbaikan, tapi mengapa masih dapat diberlakukan juga ? Apa ini si hakim kepandaiannya over, sehingga UU yg masih dianggap melanggar UUD 45 masih bisa diberlakukan ?",2021-11-29T01:26:36Z,1,0
Wapin Vms,Harusnya yg pake uu cipta kerja para pejabat jagan masarakat,2021-11-29T01:23:26Z,0,0
Aldi Farendra,Udah di vonis tidak bersalah tapi tetap dihukum atau sudah tau salah malah dibebaskan,2021-11-29T01:13:16Z,0,0
saanin anin,Ma sekarang otaknya otak duit kalau di janji BMW aman,2021-11-29T01:11:51Z,1,0
Imam Sutikno,Wong sudah salah kok masih di pakek opo iku,2021-11-28T22:38:46Z,1,0
Al-Hasani,Pemerintah ngotot minta masyarakat mau mengerti ttg uu ciptakerja sebuah permintaan yg sulit dimengerti oleh akal sehat tapi tetap saja pemerintah minta masyarakat mengeri atas suatu hal yg memsng sulit dimengerti. Sebuah keanehan abad 21 yang belum direcord oleh musium rekor,2021-11-28T21:56:39Z,1,1
vikacu sajah,Hapus cipta kerja .. atou mengingat 1998 ..,2021-11-28T21:02:08Z,0,0
Pemburu joo,"Kepada hakim dunia dan ahirat
 Tegak kan Hukum orang yg membuat UU sesuka hati...ini negara Indonesia untuk masarakat indonesia 
 Bukan untuk kepentingan peribadi",2021-11-28T16:47:43Z,0,0
Gayot Arita,Inkonstitusional tapi Berlaku hahahahaha Keputusan yg Membuat Ambigu. *DAGELAN* ajalah.!,2021-11-28T16:12:51Z,3,0
New.Player,"Ngpain di perbaikin
 
 Di bubarin donk
 
 Titipan rezim",2021-11-28T16:11:36Z,1,0
Ong Khu coy,"pembuatan undang undang nya penuh dengan dibayar kontan oleh olang2 yang berkepentingan.,makanya tidak betul",2021-11-28T15:32:25Z,0,0
Ardhy21 Ardhy21,Indonesia sdh hancur,2021-11-28T15:19:28Z,0,0
Offroder pensiun,"Bikinnya 6 bulan diem diem di hotel, perbaikan nya 2 tahun ... astagfirullahaladzim",2021-11-28T15:06:58Z,0,0
Dungu Akut,"semua kasus PCR, pandora papers dan Panama Papers dalam kekuasan itu nyata dan tak terungkap makanya rekaman jejaknya aja gak berani di buka karena takut aibnya ke buka.. Tolong kasus ini buka terang benderang biar rakyat tau siapa yang jadi penghianat negeri Indonesia tercintaku...!!!!!!!!!!!!!!!!!!!!!... M",2021-11-28T14:57:21Z,1,0
Dungu Akut,"semua kasus PCR, pandora papers dan Panama Papers dalam kekuasan itu nyata dan tak terungkap makanya rekaman jejaknya aja gak berani di buka karena takut aibnya ke buka.. Tolong kasus ini buka terang benderang biar rakyat tau siapa yang jadi penghianat negeri Indonesia tercintaku...!!!!!!!!!!!!!!!!!!!!!.....",2021-11-28T14:57:05Z,2,2
Dungu Akut,@Koko Gitaria blonn loe,2021-11-29T07:47:09Z,0,
Firda Mamase,Pelawak berdasi,2021-11-28T13:38:43Z,0,0
Kahar Halifah Kahar,Modus semuwa badot,2021-11-28T13:17:02Z,0,0
Salam warno,Tu....dengerin,2021-11-28T12:58:52Z,0,0
Roni Siregar,Mk ha haayyyy,2021-11-28T12:51:35Z,0,0
Yesti Lompuriso,UUD ciptakerja ini sangat keliru sekali di cabut aja.,2022-03-22T07:55:35Z,0,0
MANTAB channel,Moga sehat selalu bg fery,2022-02-17T21:00:18Z,0,0
Bebe Witjaksono,"yang salah saya, kenapa mau jadi buruh, kenapa ngga wirausaha.",2022-02-17T10:30:36Z,0,0
Mas ri,UU CIPTA KERJA MENGUNTUNGKAN PENANAM MODAL DARI PADA RAKYAT INDONESIA,2021-12-07T00:57:53Z,0,0
Boss Sayur,"Salah nya dimana?
 Emang gak punya otak kalian.. sampah",2021-12-06T21:58:27Z,0,0
Kizut Channel,"Kuliah gratis
 Semoga yang disampaikan oleh Narsum bukan berasal dari pendapat pribadi tapi dari aturan yang berlaku
 Kuliah gratis mantap mantap",2021-12-06T05:11:02Z,0,0
irwan JEKA,"Pak dewan ,sebenarnya anda mewakili siapa?",2021-12-05T20:36:11Z,0,0
irwan JEKA,Semoga partai golkar mnjadi partai gurem,2021-12-05T20:31:37Z,0,0
Mas Guns,"Uu cipta kerja pesanan asing yang ingin menyengsarakan rakyat indonesia terbukti di mk banyak yg merugikan pekerja, anggota dpr nya bego2 gak ada yang bisa kerja, selalu menyengsarakan rakyat indonesia..
 😎🤫😁",2021-12-05T19:57:30Z,0,0
vy fiesta,"KATANYA DEWAN PERWAKILAN RAKYAT.. RAKYAT DAH BAIK NGINGETIN KOK MALAH KEKEH DGN ATURAN YG SALAH,, YG SMART DONK DPR, WAKIL RAKYAT KOK KALAH PINTER SAMA YG DIWAKILKAN.. INTI NYA PANCASILA DAN UUD45 DEMI RAKYAT TOH KOK MALAH BUAT REGULASI UTK KEPENTINGAN ASING DAN GOLONGAN TERTENTU.. PARAH MAKANYA DR DL AWAK GA PERNAH MILIH KALIAN KENAL JUGA GA KOK DI WAJIBIN MILIH..",2021-12-05T18:15:32Z,0,0
AAR,"Ingat buruh itu bukan yg kerja dipabrik saja....karyawan bank, dealer, kantoran juga buruh..Jadi yg pro omnibuslaw siap siap menderita",2021-12-04T18:07:57Z,0,0
Cuan Terus,salah satu blunder UUCK adalah kemudahan berusaha untuk UMK yang cukup dengan pernyataan mandiri. tapi jika tidak sesuai pada saat pengawasan maka pernyataan mandiri tsb dianggap disclaimer. ini aneh karena sama saja mem-PHP pelaku usaha.,2021-12-04T03:18:59Z,0,1
istafir cenel,Sekarang buruh kontrak jadi pegawai harian lepas bbjs kesehatan bayar sendiri jaminan haritua di tiadakan tgl merah tidak di hitung lembor THR di hilang kan bagai mana ini mohon penjelasan nya trimakasih,2022-01-25T19:22:35Z,0,
Muhammad Fatara,"Yg jelas oknum pemerintahan dan DPR itu para pengusaha,jadi kalau nanya salah nya di mana ya gak ada salah mereka,karena yg salah buruhnya sendiri,karena diam di zholimi oleh oligarki yg memangku kekuasaan.",2021-12-02T03:56:53Z,0,0
Aries Fitrianto,Jangan sampai MK di suap,2021-11-30T12:59:22Z,0,0
hasanuddin.borneo,Apa saja salahnya uu ketenagakerjaan ini,2021-11-30T12:07:34Z,0,0
Sainah Ro,Salahnya pemerintah gak punya keberpihakan pada masyarakat alias gak punya hati,2021-11-30T00:22:41Z,0,0
ecko priotomo,"Pantes Indonesia gak maju, DPR yang baru 20 tahun aja gak ada kualitas apalagi pemerintah nya udah kalah kok ngeles wkwkw",2021-11-29T23:55:44Z,0,0
Ahyani Viscki,"Seharusnya mk mencabut uu cipta kerja gak usah di revisi, dan mncabut uu outsorsing",2021-11-29T16:10:25Z,0,0
Fish hunter,"UU Penjajahan, Menjual Bangsa Sendiri! PDIP Partai Laknat!",2021-11-29T14:28:24Z,1,0
elas sulyana,Maka kita nanti jangan milih anggota DPR sebagai wakil rakyat yang DUNGU dan DABLEG,2021-11-29T14:26:10Z,0,0
WFH,Tampak sekali Bang Ferry lebih cerdas beropini..👍🏻,2021-11-29T14:03:00Z,1,0
Bambang Eko Purnomo,"Memalukan pendapat Fery Amsari,tuh dengarkan firman Subagyo, DPR yang membuat , menurut saya firman asal beda.",2021-11-29T13:52:34Z,0,1
Riza Murtaza R,Pendapatnya firman logis kok,2021-12-06T05:54:02Z,0,
Mul Yana,Harga pete 10000rbu 3 papan kalo disini,2021-11-29T13:50:50Z,0,0
FRANS AJHA dech,"MINYAK GORENG AJA MAHAL NGGK BISA DI TURUNIAN HARGA NYA ..apalagi mau memperbaiki undang2 pta karya dengan cepat....!
 
  Bisa2 buruh nya keburu meninggal tuh baru keluarkan perbaikan nya...😂😂, masih mau lama....
 Yg cepat d7 jegara ini kalau ngimport dan proyek ...proyek harga PCR .bisa di atur2...😂",2021-11-29T12:35:20Z,0,0
Kang Otop,Gemes aja..... Hadeh,2021-11-29T12:25:01Z,0,0
war haw,UU 12/2011 RULES !!!,2021-11-29T12:19:16Z,0,0
bakul bakso,"Alhamdullilah mk masih berjiwa nasionalis, bukan wakil rakyat berjiwa kapitalis",2021-11-29T11:52:12Z,0,0
Erwin Dwinanto,"Apa gunanya wakil rakyat kok bisanya uu kek gini di sahkan... 
 Pemerintah tidak pernah memikirkan nasip buruh.",2021-11-29T11:22:35Z,0,0
Benny Yuniarto,"pemerintah kok...? kan MK bilang UU nya pincang, masa masih aja disuruh jalan......apalagi di suruh lari, mana bisa??????",2021-11-29T11:20:24Z,0,0
Wien Soenharso,Pokok e....🤣,2021-11-29T09:20:15Z,0,0
vikacu sajah,Utak atik sanah sinih.. UJUNGNYA RAKYAT DI CEKIK .. WNA BERKUASA.. UANG MASUK PARTAI HEBAT POLITIK INDONESSIA.. JUARA KANDANG,2021-11-28T21:07:34Z,1,0
Aden Maulana mugih,"Umk naik kecil amat, perasaan ga cukup buat beli masker, harga pangan juga pada naik, apa ga ngerti ya pemerintah tuh, sma rakyat",2021-11-28T17:33:49Z,0,0
Ardi Medan,Putusan ABU ABU,2021-11-28T17:08:28Z,0,0
Ahyana Wijaya,"Putusan no 7. Jelas sekali. 
 
 ""MENANGGUHKAN""
 
 TAPI PEMERINTAH TETEP MAU MENJALANKAN , ANEH",2021-11-28T15:27:27Z,2,0
Public Sphere,Keep Hate out of Constitution,2021-11-28T14:46:40Z,0,0
AntusiaS,Kesan ny TERLALU MEMAKSAKAN...,2021-11-28T13:23:00Z,0,0
KULINER SEDAP,Wes kadung di PHK dol²,2021-11-28T12:56:49Z,0,0
Mr creep Mr creep,UU untuk melindungi korupsi nya,2021-11-28T11:52:04Z,0,0
Suwar To,Kebijakan strategis pemerintah kan masih banyak infratruktur dll,2021-11-28T11:21:12Z,1,0
Hadi Meidiyan,"Ya sudah, pakai mekanisme Perppu aja.",2021-11-28T11:12:46Z,0,0
Aziz Muslim,"Undang2 bodoh,,,🤣😄🤭🤭🤭",2021-11-28T09:55:16Z,0,0
Adi Adi,Negeri aneh,2021-11-28T09:46:51Z,0,0
Resep mama Tia,"Pemerintah dan DPR yg sekarang seperti bandit, udah di tolak mk masih ngotot di jalankan. Ayo kita cerdas masarakat jangan memilih DPR dan pemerintah yg sekarang lagi.",2021-11-28T07:32:15Z,4,1
Jeje Karbar,lebay,2021-11-29T20:45:21Z,0,
ORMAS FKI-1,"Judul Sinetron ""NGELES"".",2021-11-28T06:14:52Z,0,0
fatam orga,Pemerintah dan DPR ga bakal mau mengakui kesalahan....kan mereka orang ga tau malu.,2021-11-28T02:11:33Z,1,0
dodo suhana,"ngorot terus,",2021-11-28T00:51:36Z,0,0
Emonk Jr.,"Saya Masih 35tahun hidup di Indonesia. Bulshit Pak, anda katanya Wakil Rakyat??? Rakyat yg mana...?? 
 Omong Kosong Parlemen mewakili rakyat.",2021-11-27T19:38:52Z,0,0
Santri Ndeso pk jkw oky,Ganti aj mesin robot' byr ngk bs Dema demo,2021-11-27T16:34:30Z,0,0
Harsoyo Saputro,"UU CIPTA KERJA DIANGGAP CACAT HUKUM, BAGAIMANA MAU DIJADIKAN UNDANG UNDANG, DPR NYA NI MALAH NGOTOT, BUKAN NYA MBELAIN KEPENTINGAN RAKYAT, dipilih jadi dpr tapi gak tau fungsi dpr,,",2021-11-27T14:51:17Z,0,0
For Allentertainment,Everything was fine until u get involve in people's prosperity,2021-11-27T13:45:44Z,0,0
Sahata Purba,Inkonstitusional bersyarat... 😁😅😂🤣,2021-11-27T12:56:15Z,0,0
EIE Private Course,Oligarky nih yee...,2021-11-27T12:29:48Z,0,0
Narso 11,"Mantap bang fery,,, rakyat juga sdh pada cerdas",2021-11-27T12:21:49Z,1,0
Ali Nurdin,Pemerintah sepertinya tdk mengakui kesalahan sdhlah pemerintah jgn memancing para buruh utk turun ke jalan nanti ada demo buruh lg. Kpn ekonomi akan stabil kembali,2021-11-27T11:14:17Z,2,0
Fery Purnomo,"Saat elit masih berdebat, rakyat sudah sekarat !!!",2021-11-27T10:40:44Z,0,0
Arif Hidayat,Kongkalikong para pengusaha .rezim wakanda UUD cilaka mengbanggongkan,2021-11-27T07:27:10Z,0,0
abah caem,Ki jaman kere munggah bale...,2021-11-27T07:25:03Z,0,0
abah caem,Kalo ngak ada pengusaha ...buruh bisa apa?,2021-11-27T07:22:57Z,0,0
mariana,Ketawanya bang fery enak bngt😂😂😂,2021-11-27T07:22:51Z,3,0
abah caem,Nasib buruh...dimana2 menderita.....,2021-11-27T07:21:47Z,0,0
Hakikat,"Jika perut buruh kenyang, mereka tak akan menolak.. coba pikirkan dengan akal sehat",2021-11-27T06:03:37Z,0,0
Beny Ariska,Bla Bla @%%:::''''',2021-11-27T06:02:13Z,0,0
Salvacao,Banyak pakar hukum di kolom komentar 🙄,2021-11-27T05:17:30Z,0,0
apip miftah,Apakah MK mau ngeprank? Bikin bingung,2021-11-27T04:39:15Z,0,0
Pratisto,"Habisin duit rakyat lg,tuk memperbaiki tu jg butuh duit yg gk dikit,,sepertinya seneng bgt habisin duit rakyat.Jangan2 nti setelah di perbaiki masih inkonstitusional lg...!!!",2021-11-27T04:30:30Z,0,0
yongki dnd,"Negri ini mo d bawa k DONGO yg model gmn... Akan mkin keras olok"" negri lain k negri ini... AP ga lbih baik Malu",2021-11-27T04:10:59Z,0,0
boy chanel,Udah bodoh dibilang melanggar uud di bilang sebelah mana bodohh!!!,2021-11-27T03:41:41Z,0,0
Indo World,Mangga busuk bukan mangga lagi,2021-11-27T03:15:41Z,0,0
Mul Yadi,"Bodoh nya simpan aja lah !!!!
 Jgn di pameren di poblik ,
 Anak TK aja bisa membeda kan 
 Mana BUKU mana PENSIL ,,,
 & APA PUNGSI NYA ,,, !!!
 GELAR BERENTET,,, TAPI BODO !",2021-11-27T03:10:30Z,0,0
Dila bund,kalau boleh dapat gaji biar bisa kaya...,2021-11-27T03:06:09Z,0,0
Khabib Asrori,Hapus saja Omni buslow....,2021-11-27T03:03:45Z,0,0
henry latumeten,"Pajak pegawai harusnya 50percent kaya di eropa, 50percent untuk bayar pengangguran.",2021-11-27T02:53:55Z,0,0
henry latumeten,Pegawai salah pilih jabatan waktu ngelamar harusnya ngelamar Direktur malah ngelamar jadi Buruh. Jadinya demo melulu.,2021-11-27T02:51:41Z,0,3
Radit Zaki,@henry latumeten nah itu ngerti..... Jangan ngejelekin buruh terus donk...?,2021-11-28T00:03:46Z,0,
henry latumeten,@Radit Zaki kalau di balik sama saja emang buruh bisa apa tampa direktur. Masing masing saling membutuhkan.,2021-11-27T18:10:20Z,0,
Radit Zaki,Emang direktur bisa apa tanpa buruh?.. - mikir -,2021-11-27T17:26:49Z,0,
Mufti Adam,"harusnya dibatalkan, kalo disuruh memperbaiki nanti diakali lagi oleh rezim mukidi, apalagi jangka waktu memperbaiki sampe 2 tahun, dan selama itu uu yg sekarang masih berlaku",2021-11-27T02:24:43Z,2,0
agus purwanto,"uu yg lama hny mengatur gaji
 uu cipta kerja mngatur bnyk hak buruh tdk hny gaji
 kalau uu cipta krja dibatalkan, maka uu lama yg dipakai maka buruh terkena dampaknya",2021-11-27T02:17:48Z,1,1
Radit Zaki,Sok tau.. baca noh UU 13 tahun 2003.. Emang cuma ngatur gaji...??? Mikir,2021-11-27T17:28:36Z,0,
Muhammad Nasir,"Isi putusan mk tdk perlu lagi diperdebatkan yg jelas UU cilaka cacat hukum, inkonstitusional titik, dibatalkan solusinya, jika mau diberlakukan adakan perbaikan dgn waktu 2,thn, bersyarat itu merupakan kebijakan mk menyatu dalam putusanya,",2021-11-27T01:56:43Z,2,0
Undiati Kasanah,Nasip buruh semakin tidak jelas...kesejahteraan buruh semakin terancam..upah buruh Indonesia masih sangat murah sungguh ironis,2021-11-27T01:56:17Z,0,0
Mesin Waktu,Dari dulu semua buruh itu gak setuju omnibuslaw diresmikan,2021-11-27T01:52:26Z,2,0
Muhammad Nasir,"Cara logika ,sehat berfikir umpamanya mobil rusak masa sih mau diperbaiki sementara berjalan , kan gila namanya,undang undang yg cacat ,tdk boleh diberlakukan distop /dibatalkan, seharusnya,",2021-11-27T01:52:23Z,5,0
Ibnu Mochtar,"Bravo Bang Feri, mereka yang di pemerintahan dan DPR tidak mengerti makna ""Inkonsitusional Bersyarat""",2021-11-27T01:45:46Z,4,0
Andri Ertanto,Uu hasil jaman kodok yg gini.. udh di sahkan aj masih jadi polemik dan di tinjau kembali,2021-11-27T01:44:54Z,1,0
Tutorial Akuntansi & Perpajakan,UU Sapujagat,2021-11-27T01:39:47Z,0,0
Stela Lyla,undang undang cilaka pesanan oligarki,2021-11-27T01:36:44Z,0,0
PAK RT SLOT,BANYAK PENIPUAN CIPTA KERJA....KATANYA KORBAN PHK DAPET SUBSIDINYA BPJS TAPI SAMPAI SAAT INI BELUM BELUM ADA,2021-11-27T01:06:49Z,7,0
Rdimas arif,Salahnya banyak yg ngerugikan kryawan ... terutama buat benefit ny dipangkas habis,2021-11-27T01:03:58Z,1,0
Dede Ernawan,Dpr rakyat yg memilih kami yg mengaji dari keringat kami ayo lah posisikin diri anda sebagai kami rakyat yg memilih terimalah aspirasi kami jangan memposisikan diri anda sebagai pengusaha,2021-11-27T00:57:12Z,3,0
Tukiman,SALAHNYA ITU MATANYA GAK DI PAKE BUAT MELIHAT DAN MULUTNYA GAK DI PAKE BUAT MEMBACA DAN TELINGAMU TIDAK KAU PAKE BUAT MENDENGAR.,2021-11-27T00:49:24Z,0,0
betwo delapanenam,"Wacana dan beropini mah gampang, tapi utk saling mendukung dan menguatkan agar lebih baik hasilnya utk kesejahetraan bersama rakyat, tentunya tdk segampang bicara dgn hanya bisa menyalahkannya saja.",2021-11-27T00:25:50Z,3,1
Firsan 716 Ch,"Katanya koar2 negara hukum. Dan harus taat hukum. Ehh faktanya seperti ini...
 Mukamu mau taro dimana bonggg...",2021-11-27T00:23:52Z,1,0
Endang Ibro,Ini media pro pemerintah,2021-11-27T00:23:12Z,0,0
agus suherman,salahnya sangat menguntungkan perusahaan kapitalis !,2021-11-27T00:23:05Z,4,0
Lulus Sunarso,"beritanya sih dikebut biar yg demo ba diredam ............😀😀 hasilnya sdh bisa ditebak yaitu ""masih sprt yg dulu"" krn keputusan tersebut sdh berbau bau..........😂😂",2021-11-27T00:21:44Z,1,0
betwo delapanenam,"Ayo jangan hanya jago berwacana dan beropini seakan akan Pemerintah itu salah saja,... Jangan hanya berteori (opini) tapi minim aksi dan perubahan, semua yg dikerjakan Pemerintah jelas kok agar nantinya kesejahetraan dan kemakmuran Rakyat Indonesia bisa terwujud.",2021-11-27T00:21:04Z,1,0
ngaink,Tak terbayangkan saat Partai Buruh sudah meluncur ..... agenda utamanya Demo dan hancurkan Pengusaha !,2021-11-27T00:03:01Z,3,0
Abdul Hakim,"agar tak terulang kesalahan inkonstional  harus ada Yang beratanggung Jawab secara hukum karena ada anggaran dana Yang dikeluarkan dalam penyusunan serta pengesahan UU Cipta Kerja ini!!!!! 
 sebijaknya media memberitakan berapa anggaran negara dihabiskan pemerintah dan DPR RI dalam melahirkan UU Cipta Kerja",2021-11-26T23:54:54Z,4,1
henry latumeten,Harusnya anggaran penyusunan di kasih ke buruh…,2021-11-27T18:13:12Z,0,
RI5 one 2,"Hidup kuli bangunan.....!!!, Kerja di uber² trs gaji g' seberapa gak pernah turun kejalan🤣🤣🤣🤣, pun g' pernah di ributin dan gak pernah ngributin soal UMK, tp kita nyaman² aja g' pernah kekurangan duit klau di pikir² upah kuli bangunan itu brp sih ? Udah panas²an kehujanan krj g' pernah ngitung jam ya Allah ko' ada aja masalah di negeri ini,",2021-11-26T23:45:02Z,0,4
ngaink,@Bintang Lima wah miss understanding sampeyan,2021-11-28T12:31:01Z,0,
Fahreza Hafizh,"Sama broo,, gue juga kuli,, cape hasil ga sberapa, tapi di daerah gue tenang dan damai aja.saya heran di jakarta sgala hal koq jadi ribut dan gaduh",2021-11-27T03:12:09Z,0,
Bintang Lima,"Kuli bangunan kan sama dengn para pekerja di perusahaan lain..ada tingkatannya,ada level gajinya..bahkan pendidikan tertinggi dari kuli bangunan adalah insinyur pembangunan.
 Jangan diskreditkan kuli bangunan,karna mereka itu orang2 yg sarat akan seni dan pandai dalam berhitung.dan jangan selalu di gambarkan kuli bangunan adlah org2 yg cuma campur semen,angkat batu dll karna itu hanya salah satu dari sekian banyak bidang kuli bangunan.",2021-11-27T01:25:26Z,0,
ngaink,"Untungnya kuli bangunan tdk dibodohi oleh org yg pintar utk membodohi org yg masih bodoh, buruh (pabrik) sedunia tdk akan pernah puas dgn apa yg mrk dapatkan krn mrk dibentuk utk tdk mensyukuri apa yg sedang mrk nikmati.",2021-11-27T00:06:57Z,0,
orang biasa,"jdi ingat kasus kenaikan tarif bpjs kesehatan.
 mereka cuma ngotot, harus naik, walau sudah kalah dipengadilan.",2021-11-26T23:39:01Z,5,0
Agus Widodo,Sebenarnya rakyat negeri ini masih mempunyai pemerintah dan wakil rakyat atau tidak ya?,2021-11-26T23:25:25Z,2,0
Ludi Ramdan Faturahman,"skripsi, mahasiswanya udah wisuda lulus...
 skripsinya jadi masalah tapi anaknya udah lulus... 
 terus anaknya gimana?
 kalau skripsinya bermasalah?
 saya jadi bingung... itu yang pakai baju hitam luar biasa... kalau dia jadi pengujinya ga bakalan wisuda, benerin dulu skripsinya... untung bukan dia, tuh anak skripsinya bisa gagal wisuda...",2021-11-26T23:24:28Z,2,1
Ludi Ramdan Faturahman,dan... dont you know every contry in this world see what is going on in indonesia.,2021-11-27T00:12:44Z,0,
Sepotong Video,Aturan MNC tidak sesuai Pancasila dan UUD,2021-11-26T23:08:47Z,6,0
Sapari,"Perundang undangan kalau masih cacat hukum kok dilaksanakan, logikanya dimana, saya masyarakat awam melihatnya sangat geli. Apakah tidak dibetulkan dulu. Logikanya kalau aturaran baru dalam proses perbaikan, aturan lama yg dipakai sampai kepada aturan baru disempurnakan.",2021-11-26T23:02:37Z,11,0
Icon Positip,Salahnya MK bantu biar mafia pcr terlupakan sementara,2021-11-26T22:54:46Z,3,0
TEH KOTAK,"Baju hitam kalo dengerin orang aja ga bisa, berarti isi kepala nya apa? Ya cuma pikiran kolot nya dia aja kali ya haha. Ga sopan bgt padahal bawa nama universitas.",2021-11-26T22:43:58Z,0,0
Sunanto Sukarno,"Sebetulnya apa sih yang diperjuangkan pengamat itu, kemajuan bangsa yang adil makmur atau ingin ricuh saja.",2021-11-26T22:34:01Z,1,1
Firsan 716 Ch,Hanya mempertanayakan ini negara hukum jadi harus taat hukum...,2021-11-27T00:25:07Z,0,
zee,"Buruh mau kerja nya sedikit tapi gaji lebih besar, pantes banyak masukin tka china , udh punya kemampuan ditambah gaji murah",2021-11-26T22:30:37Z,0,0
Domi Dorum,Rakyat buru bongkar aja kantor mk sontoloyo ngomonx trims.,2021-11-26T22:30:02Z,1,0
Domi Dorum,Mk yg sekrg in ngimbul lagi ..perbaiki selama 2 thn wekwkkk trims.,2021-11-26T22:28:20Z,0,0
Laurens Walun67,Koq orang2 pemerintah ini ngotot banget meneruskan undang2 inkonstitusional ini ya ?,2021-11-26T22:00:52Z,2,1
Bar Barros77,Sprsekian persen dah masuk kn,2021-11-26T23:53:50Z,0,
RYD CHANNEL -,"Umk naik 11rb,lumayan buat beli beras sekilo",2021-11-26T21:56:21Z,0,0
Kuda / jaran,"Dari sini kita belajar wakil kita sudah ngerti tentang UUD 1945.
 Tapi kok 😂😂😂😂",2021-11-26T21:52:29Z,2,0
JTR7 Faker,"Buruh tidak ingin banyak kerja, tapi gaji nya lebih gede dari tamatan S1. Kalau bisa lebih besar dari PNS.",2021-11-26T21:51:20Z,7,1
SantuyVid,Pengusaha ingin upah murah biar menekan biaya produksi dan cuan lebih besar.,2021-11-28T22:29:30Z,0,
Inggriv Sky,Kesalahan nya krna Luh yg buat risol!!,2021-11-26T21:14:00Z,0,0
Dimas pakujenar,"arek cilik ae ngerti iku,arepe ngremot kontrol.,😊Tit..Tit...Tit..Tit...pejerku berbunyi..Tit..Tit...Titit...begitu bunyinya...",2021-11-26T20:17:07Z,0,0
Andrew Lumi,"It's rude to laugh at someone while they're talking, unless it's comical",2021-11-26T20:07:04Z,6,1
Bali Surf Wave,agree,2021-11-27T00:59:55Z,0,
Onik Ali,"semakin diperbaiki semakin byk uang yg didpt dr pejabat dan pengusaha. utk rakyat bknnya sejahtera malah tambah menderita.
 
 rip indonesia ku..",2021-11-26T19:35:07Z,8,0
Luhur Dwiantara,"Indonesia adalah negara hukum, taati hukum atau laknatulloh/azab Alloh untuk Anda, aamiin YRA.",2021-11-26T19:33:42Z,2,0
Pus15,"Yang baju hitam itu sok pinter, pemerintah pasti tahu apa yang mesti dikerjakan, kayak ngga ada orang pinter di pemerintah aja",2021-11-26T19:33:03Z,0,2
Firsan 716 Ch,Lah nyatanya produknya inkonstitusional. Masih aja di bilang pinter.,2021-11-27T00:29:06Z,0,
