Name,Comment,Time,Likes,Reply Count
Nurhayati Binti waginor,"Pakljokowilsitalrumahlrizieql  shihabldenganl keretayalbmwllsitaluwangl bangunlrumah4l tingkatl danlkeretayalbmwl ""uwangl yangldildapatladalyanglbagiloranglmisterilcepat""siasat",2020-12-22T02:38:27Z,0,0
Nurhayati Binti waginor,Hajar,2020-12-22T01:11:41Z,0,0
Nurhayati Binti waginor,Pakjokolwi send all Baha'i smith tambahlLagilhukumanya,2020-12-22T01:11:23Z,0,0
Nurhayati Binti waginor,Baharl. Smith. Ngomongl. KaLaw paklljokowill menangllngajakinl perangl. Dengankawan2yallpakjokowilsambungll  Tambahll.   Lagil,2020-12-22T01:09:26Z,0,0
Ahmad Ridwan,Kinerja seperti kepala desa 👎👎👎,2020-12-16T08:47:29Z,0,0
Asyalien,"Menghayal, yg nyata aja lah jangan banyak ilusi",2020-12-12T23:31:42Z,0,0
ALIEN CENEL,"Saya Pemalang pa tega sari barat banyak yg di karupsi terutama sya 
 Dari pertama sampai sekarang belum pernah menerima bantuan bansos / uang tunai berarti kemana pa bantuannya saya orang miskin bapa persiden yg terhormat",2020-12-12T12:36:16Z,0,0
ALIEN CENEL,Bapa persiden orang tua saya cuman menerima bansos uang tunai cuman 3 kali sama sekarang belum menerima lagi dan saya punya sampai sekarang belum pernah menerima,2020-12-12T12:34:28Z,0,0
Instinct Brain,Kenapa Bapak Gak ngedeluanin RUU Cipta kerja daripada infrastruktur?,2020-12-11T12:34:07Z,0,0
Hasan Hasanudin,No coment aah,2020-12-11T09:15:11Z,0,0
Yana Wijaya,Klw kata buton bagaikan benang kusut yg sulit di rajut.,2020-12-10T10:41:17Z,0,0
Dun kers,"Mending lakukan 3M daripada demo     gara gara hoax,.bijaklah berpikir kawan😂",2020-12-06T16:30:20Z,1,0
Nurhayati Binti waginor,Semoga berhasiL amin,2020-12-03T16:37:09Z,0,0
Nurhayati Binti waginor,Rizieq shihab sudah kena corona jaLan 2sana sini bisa2kena wabah akan menuLar Lain orang tni poLisi jangan  pake baju yoni pom poLisi ataw hunipom tni agar tak ketara,2020-12-03T16:25:18Z,0,0
Nurhayati Binti waginor,PoLisi  cari tau  dan cariya berpencaran ada cepat Lari cuLik rizieq shihab berusaha bawa hape tuk bagi inpor masi siap berusaha,2020-12-03T16:22:12Z,0,0
Nurhayati Binti waginor,Tni seLidiki keberadaan rizieq shihab ada di mana diam  seLidiki ada di mana sudah jeLas tempat ya orang ya ada cuLik  cepat  tangkap naik mobiL gerak cepat  rizieq shihab rumah ya ada 3 tni poLisi berpencaran siap bawa hape,2020-12-03T16:19:59Z,0,0
Nurhayati Binti waginor,Rizieq shihab keberadaanya di mana  ingat jangan ketara tni ataw poLisi tapi bawa cat poLisi  bawa cat tni,2020-12-03T16:15:53Z,0,0
Nurhayati Binti waginor,Rizieq shihab sudah kena corona jaLan sana sini  bisa Lain orang kena korona bahaya tni poLisi diam 2jangan pakai seragam poLisi 2cari tau,2020-12-03T16:13:42Z,0,0
Nurhayati Binti waginor,Hi rakya jeLata mari bersatu merapat tni dan poLisi secara diam2tangkap rizieq shihab 2sudah kena corona jaLan sana sini semua orang tertuLar,2020-12-03T16:04:16Z,0,0
Nurhayati Binti waginor,Amin aLLahuma amin,2020-12-03T09:07:57Z,0,0
Nurhayati Binti waginor,Merdeka tetap berjaya indonesia bismiLahirohmanirohim goog bLes siyou byee,2020-12-03T09:07:20Z,0,0
Nurhayati Binti waginor,Rizieq shihab tarik paksa,2020-12-03T08:58:32Z,0,0
Nurhayati Binti waginor,AsaLamuaLaikum pakjokowi dodo,2020-12-03T07:51:15Z,0,0
Nurhayati Binti waginor,Sebab bangsa sendri Lawanya tak cukup tuk meLawan rizieq shihab dan orang fpi kawan rizieq shihab,2020-12-02T01:54:45Z,0,0
matthew zaccone,We rofiatotootogoototitittoojaagjkkooppppk free err ruittlrlrkorelepttototifirirummkll lol pop pop oiuuubnnp,2020-12-01T22:12:06Z,1,1
NCstar 190,Bro do you have a stroke? You need a dentist,2020-12-02T07:45:14Z,0,
Nurhayati Binti waginor,Bisa juga sby orang2di beLkang keributan  tapi pakjokowi hati dan waspadaLah dengan orang busuk,2020-12-01T15:29:16Z,0,0
Nurhayati Binti waginor,Jangan Lupa di iringi menang doa pateha dan seLawtan rizieq shihab gembar gembor samapai  habis eneziya  di tapi pasti,2020-12-01T15:23:55Z,0,0
Nurhayati Binti waginor,Pakjokowi tenang dan waspada jangan terpancing sampai betL tenang tapi berusaha  Lawan rizieq shihab pakai Lawan secara Licik tapi berusaha menang,2020-12-01T15:21:33Z,0,0
Nurhayati Binti waginor,Tapi berdoaya hari biar cepat kesan,2020-11-30T15:38:45Z,0,0
Bukhori Orix,H,2020-11-25T06:13:11Z,0,0
Ahmad Jaelani,Hidup SBY bambang Yudoyono..,2020-11-23T09:50:35Z,0,0
Ahmad Jaelani,Hidup SBY.,2020-11-23T09:49:42Z,0,0
Dirman Hulu,Ijin Dubbing ke bahasa Daerah ya..,2020-11-23T09:16:43Z,0,0
Sinaga Jr,Yg demo nyesel...gk sadr merusak fasilitas negara,2020-11-22T15:46:59Z,0,0
Herlina Lina,Di x mantan  aja banyak  yg smp .sma. g di terima  kerja.. org beyjeng yg g tau kerja  kenapa bisa kerja di  x mantan..  jd ini salah siapa,2020-11-19T11:03:44Z,0,0
Herman Herman,"Uu kok salah, memalukan dan pecat panitianya",2020-11-18T10:44:59Z,0,0
bella andini,hmm lagi rame rame banget uu cipta kerja yang udah disahkan tapi masih dipermasalahkan. sebenarnya gamau dienakin atau sebenarnya emang gapaham dan gaada otak untuk mikir?,2020-11-18T07:44:21Z,1,1
Herlina Lina,"Coba deh masarakat di  kasih  uu"" tuk menangkap pejabat yg korupsi/ & polri.. mungkin  sy bisa tangkap yg korupsi.. ok",2020-11-19T11:11:12Z,0,
"Habib Muhammad Darussalam prof,Se,Sh,Dr,S,com.",Yg kerja itu Allah SWT...kita cuman diberi tangan mata otak...dan anggota badan yg lain....yg gaji Allah SWT...bukan siapa siapa.,2020-11-17T04:36:54Z,1,0
Septy Julita,Kmi belum pernah Pak dapat bantuan dari pemerintah,2020-11-16T09:31:53Z,0,0
Septy Julita,Kmi belum pernah Pak dapat bantuan dari pemerintah,2020-11-16T09:31:33Z,0,0
deandra febri,uu cipta kerja untuk inonesia,2020-11-15T22:40:31Z,0,0
deandra febri,indonesia bangkit bersama uu cipta kerja,2020-11-15T09:42:03Z,1,0
Instinct Brain,Jikalau UU Cipta kerja ini membawa kepada kebaikan kenapa gak anada hadirkan dulu sebelum infrastruktur..,2020-11-15T06:44:27Z,0,0
ALDZI NDHF,"orang"" ngape pd mikirin diri sendiri sih, ngomong ini lah ngomong itu ngelabuin orang"" kecil demi kepentingannya, gapernah ngerasain sih posisinya nyari rezeki orang"" kecil kita sudah cukup perih pak, buat lah perubahan yg logis2 lah pak, apabila perubahan sederhana pun jika masyarakat tidak merasa dikecewakan semuanya bakal kita terima pak tanpa ada penolakan dan demo"", tapi yg skrng dilakukan kita udah tak awam lah hal seperti ini seutuhnya menguntungkan orang2 tertentu dan kita korbannya.",2020-11-14T22:37:48Z,0,0
Yo Siung,"TUJUANNYA UNTUK MEMPERMUDAH KONGLOMERAT  DAN MAKIN MEMPERLUAS BANGUNAN MEWAH DIMANA MANA YG NOTA BENE BUKAN PUNYA MASYARAKAT INDONESIA, SEMUANYA DI PAGARI DENGAN SECURITY 24 JAM",2020-11-14T04:07:11Z,0,0
sainul saharianto,Bohong pungli Masi aku bayar sewaktu aku bayar pajak motor,2020-11-13T07:09:54Z,0,0
sainul saharianto,Kenapa rapat terbatas,2020-11-13T07:06:55Z,0,0
Sahat kelleng Angkat,"Terima kasih pak presidenku tercinta,indonesia maju",2020-11-12T23:53:27Z,0,0
no one,LOL makanya beb kalo mau demo baca dulu tuh UU nya jangan asal ikut aja gegara diajak hiks kocak banget,2020-11-12T08:14:21Z,0,0
Jordan Fujio,Baca ya?,2020-11-11T19:34:39Z,0,0
Andini Dini,"kalau menurut sayaaa : hak cipta kerja omnibus law kurang bagus , karenaa kurang mengapresiasi tenaga kerja yang telah bekerja dalam kurun waktu yang cukup lamaa, dan menurut sayaa adanya ketidak adilan antara ASN dengan buruh , terkadang pemerintah lebih menjamin kehidupan ASN dan kurang memperhatikan kehidupan buruh",2020-11-10T12:10:58Z,0,1
Muhammad Resdiyanto Surya putra,"Buruh banyak mau nya , kerja dengan hasil kurang maksimal, tapi mau gaji yg besar ya perusahaan malah minggat",2021-10-29T23:21:58Z,0,
a as,Sip,2020-11-08T04:39:43Z,0,0
Siroth Hamdi,Anjir,2020-11-05T07:57:39Z,0,0
king,"Ap cuma Saya yg males danger orang Ini ngomng 
lebih Seneng Baca komen",2020-11-05T07:29:09Z,0,2
Strange Things On Earth and Interesting,Kamu gk ingin negara ini maju?,2020-11-15T09:58:25Z,0,
Aiidarr,"Tolong saya pak , saya mundur dari pekerjaan tolong bntu buat modal usaha , reg BCA saya 023 13789 78 berapapun itu sgt membantu kami",2020-11-04T21:04:18Z,0,0
Widi Ilahi,Odading mang oleh...,2020-11-04T14:52:25Z,0,0
Melawan netizen Norak,Spoiler next president : orang jawa,2020-11-04T11:46:15Z,0,0
A. Rofik,Di pati jawa tengah banyak orang2 miskin yang tidak mendapatkan dana BLT. Bahwa semua ini dana BLT tidak tepat sasaran.kususnya di gabus pati jawa tengah,2020-11-04T03:13:00Z,0,0
Latifah Ifah,Pade semoga sehat sllu.....,2020-11-03T15:39:29Z,0,0
Ridho Ali,Seperti di putar putar .,2020-11-03T13:24:27Z,0,0
SURATMAN BE,Omongkosong,2020-11-03T12:48:52Z,0,0
Richo Nugroho,Lah terus yg ditampilin tipi2 gimana pak klo dibilang hoax masalah cuti dllnya?,2020-11-03T10:37:05Z,0,0
wiro sableng,Hayoo siapa yg ngotot 2 periode??...itulah....😂😂😂,2020-11-03T07:09:55Z,0,0
Nura Nurdiansyah,Udah ga ada yg percaya,2020-11-03T06:23:21Z,0,0
Umie riaty,"Hukuman koruptor kau urus
Baru mantap. Tp gk berani",2020-11-03T05:28:46Z,0,0
Awih Channel,Yang kaya makin kaya 👎,2020-11-03T04:18:05Z,0,0
Rahman AZakir pkm,Mudah banyak kerja taq i,2020-11-03T02:39:13Z,0,0
J Diянaпz,Yang dislike kenapa ya?,2020-11-01T09:37:12Z,2,1
Muhammad Alfath,Yg dislike kubu si ono,2020-11-07T04:37:36Z,0,
Joker Imud,Setiap org yg melanggar hukum langsung hukum mati saja biar gk ad yg brani melanggar hukum lagi.,2020-10-31T15:13:59Z,0,0
Photo Story Channel,No comments Aja.....,2020-10-30T20:28:43Z,0,0
A&D Chanel,Koperasi di tanah air kami sangat kejam pak...,2020-10-30T01:06:17Z,0,0
Tinu J,Pidatoh pak.karno 1945,2020-10-29T13:56:39Z,0,0
Sandi NayoOne,"Sudah ku duga, hanya banyak hoax yg tersebar",2020-10-29T10:45:24Z,0,0
Imat Rohimat,Bapak sya kwatir ...,2020-10-29T04:14:35Z,0,0
Bening official,👎,2020-10-28T16:20:53Z,0,0
Giacomo Mallegni,How the hell did i came here i don't remember,2020-10-28T14:17:53Z,0,1
Strange Things On Earth and Interesting,Where are you from delicious kid?,2020-11-15T09:59:45Z,0,
Gahhf Bxhv,Pemrinta di kasi kemasukan di katakan howak pak,2020-10-28T02:37:01Z,0,0
Gahhf Bxhv,Ada juga spleyer juga di putus tanpa kesalahan soalnya yg masuk sekarang saudaranya pimpinan sendiri sedangkan masarakat setiap hari ngisap debu dari perusahaan itu.panceng Gresik Jawa timur,2020-10-28T02:34:58Z,0,0
Gahhf Bxhv,Kata siapa membuat lapangan kerja wong yg suda kerja saja banyak yg di PHK pak di desa kami ada perusaha'n tapi putra daera banyak yg di PHK Panceng Gresik Jawa timur,2020-10-28T02:30:17Z,0,0
resa hara,pak  persiden  tolon  bantu  kami   baji  dikit  dong  uwangnya   butu  bangetni,2020-10-28T02:03:08Z,0,0
M Maulana Yusuf,Kok gua keselll sendirii yaaaa anjimmmmmmmmm,2020-10-27T20:30:06Z,0,1
Strange Things On Earth and Interesting,Umur kmu brp dek?,2020-11-15T10:00:14Z,0,
Dy Dy,UU cipta koruptor hukum mati dipercepat biar ngak ruwet .,2020-10-27T10:40:59Z,0,0
Mukhlas Ikhsanudin,Gini kan jelas,2020-10-27T07:01:55Z,0,0
Mukhlas Ikhsanudin,Kok beda sama yang diberita?,2020-10-27T07:01:34Z,0,0
hari las,Pokus ny ke mic,2020-10-27T04:39:46Z,0,0
Jabrixstreet 12,Pokoknya cabut uu cilaka,2020-10-27T03:32:57Z,0,0
Wido Wati,"Pak,joko wi,,tlg sblm ketuk palu tntang uu cipta kerja,harus di koteksi detel kalau perlu lembar demi lembar demi lembar disut kepublik biar kalau ada mafia uu mencuri menyelipkan tiidakbisa ,agar Rakyat tidak kecolongan.",2020-10-27T01:22:23Z,0,0
Dwi Suci,Presenternya gagap,2020-10-26T17:43:40Z,0,0
RIZKY99FC NOOBQUIN,Uang ga di bawa mati boss tapi kenang lu yang akan di ingat saat lu mati kenangan seperti apakah yang sudah ada sekarang,2020-10-26T17:24:14Z,1,0
Abcde,"Saya Tamatan SMA, saya bersama pakde👍🙏❤️",2020-10-26T11:50:47Z,2,0
han Jr,"masukan untuk uu koruptor,
kasih yg simpel aja pak,
mengembalikan uang hasil korupsi nya itu.
dan menyita semua aset yg di miliki para koruptor,
mau itu hasil bisnis dia,
mau itu aset warisan dia,
gk mau tau lah.

pokok nya harus disita semua.

gk usah hukum mati.",2020-10-26T10:47:54Z,0,0
Mailis Saputra,Gak da guna nih,2020-10-26T08:04:41Z,0,0
Ali Aja,"Ngapain jls..ah..nganu""",2020-10-26T05:35:00Z,1,0
Udin Ambo,Ok,2020-10-26T04:02:18Z,0,0
Oreo Gaming,ngoceh terus warga indo ini wkwkwkwk tolol egois bet padalah kalau ini di terapkan banyak yg penganguran dapat kerjaan,2020-10-25T22:31:41Z,0,0
fahmi fhmi,hr ni ngmong A bsok B,2020-10-25T15:44:27Z,0,0
Randomir,"Me when I saw this video : Ah, **** here we go again
Me when i scrol comments :
*anime music start playing",2020-10-25T04:45:23Z,2,0
Kuy4,"Yang komen nya hebat2 salut saya..
Semoga allah selalu memberikan kita semua kesehatan.aminn",2020-10-24T18:54:21Z,2,0
Dika eris sandi,Pemrintah skrang gak jelas smua ...dana yg buat pedagang kalo gk salah2.4 ....ada yg dapet ada yf gak ....gue pdagang gak dapet ......gak jelas smua,2020-10-24T18:38:12Z,0,0
Dika eris sandi,Simbol keadilan bagi seluruh rakyat indonesia ....belum ada,2020-10-24T18:36:28Z,0,0
